INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
187,0,0,0,40,4,15,48066.6573311172,Yes,186025.314776441,z_No,z_F,Bachelors,Clerical,21.4417650805975,Private,18120,8,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
188,0,0,0,45,2,12,64866.9578739223,No,210630.878640325,Yes,z_F,Masters,Lawyer,20.9115336104756,Private,12490,1,z_SUV,no,0,0,No,0,10,Highly Urban/ Urban
189,0,0,0,80,2,23,97715.9731175205,No,389344.445379523,Yes,M,Bachelors,Professional,14.4982411272675,Private,15920,13,Minivan,yes,0,0,No,2,10,Highly Urban/ Urban
190,0,0,0,48,0,10,39613.2462006196,No,159534.237407221,Yes,M,z_High School,z_Blue Collar,48.4336827421439,Commercial,8460,10,Pickup,yes,7437,2,No,6,1,Highly Urban/ Urban
191,0,0,0,37,0,11, ,No, ,z_No,M,z_High School,Student,69.4179360668859,Private,14130,1,Minivan,yes,0,0,No,1, ,z_Highly Rural/ Rural
192,0,0,0,40,0,11,49780.0453921068,No,0,z_No,z_F,<High School,Clerical,52.318671580222,Private,10500,6,Sports Car,no,0,0,No,0,1,z_Highly Rural/ Rural
194,0,0,0,45,0,11,60845.0154500397,No,0,z_No,z_F,Bachelors,Manager,31.481857857734,Private,24260,4,Minivan,no,0,0,No,0,18,Highly Urban/ Urban
196,1,6087,0,42,0,12,136343.794696219,No,0,z_No,z_F,PhD,Doctor,45.2590458921517,Private,13160,1,Sports Car,no,0,0,No,0,17,Highly Urban/ Urban
197,0,0,0,36,0,7,70313.3930204171,No,211506.295150762,Yes,z_F,Bachelors,Professional,55.3198459052059,Private,14960,6,Minivan,no,7650,3,No,5,4,Highly Urban/ Urban
198,0,0,0,45,3,15,23773.0376450687,Yes,0,z_No,z_F,z_High School,Home Maker,8.9844258639834,Commercial,34510,7,Van,no,0,0,No,0,1,z_Highly Rural/ Rural
199,0,0,0,52,0,11,115713.104335559,No,327167.040665766,z_No,z_F,Bachelors,Professional,28.3910395583491,Private,21660,6,Sports Car,no,0,0,No,0,11,z_Highly Rural/ Rural
200,0,0,0,41,0,8,55363.5371366968,No,0,z_No,M,z_High School,Clerical,16.8973850971074,Commercial,31390,1,Panel Truck,yes,0,0,No,3,1,z_Highly Rural/ Rural
201,0,0,0,36,0,14,27693.2380254238,No,130324.079881835,Yes,z_F,<High School,Clerical,36.6696728002041,Private,11300,10,Sports Car,no,19385,1,No,4,7,Highly Urban/ Urban
202,0,0,0,56,0,0,0,No,103058.427075753,Yes,z_F,Bachelors,Home Maker,28.7895046713272,Private,27890,13,z_SUV,no,25147,2,No,0,9,Highly Urban/ Urban
203,0,0,1,53,1,0,0,No,0,Yes,z_F,<High School,Student,34.2180376528969,Private,1500,10,Sports Car,no,1175,3,No,2,7,z_Highly Rural/ Rural
204,1,3894,0,39,0,12,32936.1104303277,No,169721.479556884,z_No,z_F,z_High School,Clerical,12.4061651586336,Private,1500,6,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
205,0,0,0,38,0,11,33151.0545183175,No,184851.796806143,Yes,z_F,Bachelors,Professional,30.6108378519745,Private,11530,13,z_SUV,no,0,0,No,0,9,z_Highly Rural/ Rural
206,1,2659,1,45,3,0,0,Yes,0,z_No,M,z_High School,Home Maker,36.2202516365904,Private,16510,4,Minivan,no,17445,3,Yes,0,1,Highly Urban/ Urban
207,0,0,0,46,0,14,24574.8485164508,No,176282.345472304,Yes,z_F,z_High School,Home Maker,72.7791392947044,Private,8560,10,Sports Car,no,0,0,No,0,9,z_Highly Rural/ Rural
208,0,0,0,43,2,16,32545.949450541,No,200890.563008147,Yes,M,<High School,Clerical,49.2134987438042,Private,5800,10,Minivan,yes,0,0,No,1,5,Highly Urban/ Urban
209,0,0,1,54,1,0,0,Yes,0,z_No,z_F,Bachelors,Home Maker,21.2654753731499,Private,18820,6,z_SUV,no,5537,1,No,6,9,Highly Urban/ Urban
210,0,0,0,55,0,16,163158.389654189,No,431809.173216482,Yes,M,Masters, ,44.2005635915696,Commercial,23320,10,Panel Truck,no,0,0,No,3,19,Highly Urban/ Urban
211,0,0,0,61,0,10,58211.9770551469,No,226637.596196802,Yes,z_F,<High School,z_Blue Collar,36.9181426347103,Private,13420,1,Sports Car,no,3573,3,No,3,1,z_Highly Rural/ Rural
214,1,6693,0,53,0,15,84345.1801208775,No,264549.49561804,Yes,z_F,Bachelors,Manager,35.8243038041287,Private,9930,4,z_SUV,no,0,0,No,3,5,Highly Urban/ Urban
215,0,0,0,52,0,12,24590.0432163396,No,166772.618490797,Yes,M,z_High School,z_Blue Collar,59.4682136148919,Commercial,10350,14,Minivan,yes,1507,1,No,0, ,Highly Urban/ Urban
216,0,0,0,54,0,15,107808.400040886,No,278940.169697077,Yes,z_F,Bachelors,Manager,45.4323274110755,Commercial,27020,7,Pickup,no,1780,3,No,0,6,Highly Urban/ Urban
218,0,0,0,51,0,15,76443.1615005208,No,257888.727311967,Yes,z_F,Masters,Lawyer,6.83214513672695,Private,25450,6,z_SUV,no,5958,2,No,5, ,Highly Urban/ Urban
219,0,0,0,39,2,12,59684.9877904569,No,197088.685358152,Yes,M,z_High School,z_Blue Collar,42.0738552795842,Commercial,7470,7,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
220,0,0,0,38,0,12,90646.7751554026,No,251628.755112289,Yes,z_F,Masters,Lawyer,37.7809141176689,Private,13740,4,Minivan,no,8450,1,No,0,15,z_Highly Rural/ Rural
221,1,4380,0,42,0,10,43173.633220042,No,208811.156995217,z_No,M,<High School,z_Blue Collar,48.4305553978959,Commercial,10020,13,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
222,1,1826,0,31,2,14,30652.9422984039,Yes,0,z_No,z_F,z_High School,Clerical,41.1907136144785,Private,12930,13,Sports Car,no,35666,2,Yes,0,7,Highly Urban/ Urban
224,0,0,0,41,2,0,0,Yes,54130.2151554698,z_No,z_F,Masters,Home Maker,17.5492017124409,Private,32090,6,Minivan,no,0,0,No,0,17,z_Highly Rural/ Rural
225,1,6716,3,36,4,0, ,No,0,Yes,z_F,z_High School,Student,54.3849506807716,Private,1500,4,z_SUV,no,0,0,No,5,10,Highly Urban/ Urban
227,0,0,0,49,0,13,59147.7736103175,No,162427.784036432,Yes,z_F,z_High School,Professional,18.3514741827614,Private,12310,1,z_SUV,no,8948,1,No,0,1,Highly Urban/ Urban
229,0,0,0,47,0,10,81898.5733464086,No,232928.329928446,z_No,M,z_High School,Professional,24.553790277508,Private,14390,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
231,0,0,0,45,3, ,1158.49844474306,No,0,Yes,z_F,z_High School,Student,9.91915980346341,Commercial,6120,10,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
232,0,0,0,53,0,15,114087.681823988,No,306745.231826016,Yes,z_F,z_High School,Manager,25.4579273766443,Private,22920,10,Pickup,no,0,0,No,0,8,Highly Urban/ Urban
233,0,0,0,51,0,13,80620.8437418183,No,256151.9136422,Yes,z_F,z_High School,Professional,26.8651436623029,Private,25700,1,Van,no,0,0,No,0,1,Highly Urban/ Urban
234,0,0,0,51,1,12,94327.990965561,No,327650.641306947,Yes,z_F,Masters,Lawyer,43.6328784076041,Private,6900,3,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
235,1,53571.214081146,0,36,3,11,49703.4249185964,Yes,253131.899578984,z_No,M,Masters, ,37.3219695031444,Commercial,42550,1,Panel Truck,yes,35879,1,Yes,0,20,Highly Urban/ Urban
236,0,0,0,43,0,12, ,No,179228.913081994,z_No,z_F,Bachelors,Manager,54.9397350141799,Private,8160,1,z_SUV,no,6836,3,No,0,6,Highly Urban/ Urban
237,0,0,0,43,0,11, ,No,209570.224623234,Yes,z_F,z_High School,z_Blue Collar,32.248007467828,Commercial,13160,13,Minivan,no,8569,3,Yes,3,1,Highly Urban/ Urban
238,1,4257,0,53,0,13,25288.5426330542,No,108139.158597781,Yes,z_F,<High School,Home Maker,30.8434449258187,Private,13850,1,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
239,0,0,0,40,0,7,95404.9307084307,No,0,z_No,M,Masters, ,33.7001283570489,Commercial,24220,4,Panel Truck,no,0,0,No,3,14,Highly Urban/ Urban
240,1,4277,0,31,3,14,26112.3963192768,No,117228.963958696,Yes,z_F,<High School,Clerical,57.7667715298051,Private,14030,3,z_SUV,no,0,0,No,0,5,z_Highly Rural/ Rural
242,1,19597.1358709435,0,58,0,12,131560.159259486,No, ,z_No,z_F,PhD,Doctor,39.977858460674,Private,14870,1,z_SUV,no,0,0,No,2,14,Highly Urban/ Urban
244,0,0,0,50,0,14,90566.2755163118,No,295771.468435902,z_No,z_F,Masters,Lawyer,39.954034029726,Private,23260,17,Van,no,0,0,No,0,18,Highly Urban/ Urban
245,0,0,0,45,2,12,62447.1493165661,Yes,203472.494254927,z_No,M,z_High School,z_Blue Collar,39.0767434191555,Commercial,12240,7,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
246,0,0,0,46,0,5,108700.845741638,No,337340.080734132,Yes,z_F,Masters,Manager,38.6892160857063,Private,12070,3,z_SUV,no,0,0,No,0,17,Highly Urban/ Urban
247,0,0,0,47,0,12,94774.1710907415,No,254197.471430074,z_No,M,z_High School,Manager,43.166999357136,Commercial,21070,1,Van,no,3460,1,No,1,13,Highly Urban/ Urban
248,0,0,1,43,2,16,72357.2526621124,No,288114.70703952,Yes,M,Bachelors,z_Blue Collar,40.1337012722229,Commercial,23190,1,Minivan,yes,0,0,No,0,7,Highly Urban/ Urban
250,0,0,0,48,0,11,140111.90335315,No,336063.362559725,z_No,z_F,PhD, ,46.9581910007832,Commercial,28380,10,Pickup,no,0,0,No,2,17,Highly Urban/ Urban
251,0,0,0,39,0,11,19016.160737449,No,173711.76266202,z_No,M,z_High School,Professional,21.5107756333212,Commercial,10950,13,Pickup,yes,0,0,No,0,8,z_Highly Rural/ Rural
252,0,0,0,49,0,0,0,No,0,z_No,z_F,z_High School,Home Maker,55.4974540148963,Private,19810,7,Minivan,no,0,0,No,1,1,z_Highly Rural/ Rural
253,0,0,0,45,0, ,19909.0003436619,No,130331.344816459,Yes,z_F,<High School,Clerical,13.5369378619059,Private,7990,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
254,0,0,0,36,0, ,4885.35331515873,No,99107.2332040745,Yes,z_F,Masters,Lawyer,35.2826277579314,Private,7080,6,z_SUV,no,5486,1,No,5,17,Highly Urban/ Urban
255,1,2738,1,59,1,12,119382.080917156,Yes,0,z_No,z_F,Masters,Manager,25.9794782586774,Commercial,24130,13,Pickup,no,0,0,No,0,16,Highly Urban/ Urban
256,0,0,0,60,0,13,89511.4443409756,No,224349.742070324,Yes,M,Masters, ,5,Commercial,11380,4,Pickup,yes,4470,3,No,0,15,Highly Urban/ Urban
257,0,0,0,49,0,15,107374.684637904,No,332672.89663321,Yes,z_F,Bachelors,Professional,12.0509251283502,Private,19840,3,z_SUV,no,0,0,No,0, ,Highly Urban/ Urban
258,0,0,0,45,2,13,36946.5987710528,No,165093.748071495,Yes,z_F,z_High School,Clerical,31.9303299795391,Private,6200,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
259,0,0,0,34,2,13,27580.7749399147,Yes,0,z_No,M,<High School,z_Blue Collar,37.8816544331294,Commercial,12250,4,Minivan,yes,0,0,No,6,5,z_Highly Rural/ Rural
260,1,1146,0,57,0,14,8212.0109893896,No,0,Yes,M,<High School,Student,5,Private,7200,4,Pickup,yes,0,0,No,0, ,Highly Urban/ Urban
261,0,0,0,33,1,11,86187.2502349226,Yes,241285.363981837,z_No,M,Bachelors,Professional,81.046721951942,Private,13420,17,Minivan,no,0,0,No,1,5,z_Highly Rural/ Rural
262,0,0,0,52,0,12,42255.0210465951,No,0,z_No,M,z_High School,z_Blue Collar,61.0203100733678,Commercial,22280,3,Minivan,no,0,0,No,1,12,Highly Urban/ Urban
263,0,0,0,53,0,13,37645.5903613583,No, ,Yes,z_F,z_High School,Clerical,19.0287519013405,Private,16020,4,z_SUV,no,7462,2,No,0,10,Highly Urban/ Urban
264,0,0,0,57,0,8, ,No,261901.227783285,Yes,z_F,Bachelors,z_Blue Collar,40.9665098332781,Commercial,32530,1,Minivan,no,0,0,No,2,9,Highly Urban/ Urban
265,0,0,0,37,0,11,116042.894386149,No,0,z_No,z_F,Bachelors,Home Maker,40.136672516415,Private,16800,17,z_SUV,no,0,0,No,3,9,Highly Urban/ Urban
266,0,0,0,45,2, ,89478.8197283266,No,239934.100628418,Yes,M,Bachelors,Manager,30.0916885953398,Private,14950,10,Minivan,yes,0,0,No,0,8,Highly Urban/ Urban
267,0,0,0,38,0,8,92916.8739613682,No,0,z_No,M,Bachelors,Professional,57.0888922236191,Private,15120,1,Minivan,yes,722,3,No,0,4,z_Highly Rural/ Rural
268,0,0,0,36,3,7,29741.355211646,Yes,0,z_No,z_F,<High School,Clerical,32.4059705399785,Private,8070,6,z_SUV,no,2797,2,No,0,7,Highly Urban/ Urban
269,0,0,0,51,0,12,3672.68826185645,No,120376.605260867,Yes,M,z_High School,Student,5,Commercial,11180,10,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
270,1,4658,1,39,2,15,61369.9036034367,Yes,0,z_No,M,Masters,Manager,6.44868504465252,Commercial,21770,6,Van,yes,35577,3,Yes,0,12,Highly Urban/ Urban
271,0,0,0,51,0,13,32159.0975026669,No,195095.951818973,z_No,z_F,<High School,z_Blue Collar,46.2650375596497,Private,2600,6,z_SUV,no,0,0,Yes,2,6,z_Highly Rural/ Rural
272,0,0,2,40,3,14,20125.6651085921,Yes,138443.613719273,z_No,z_F,<High School,z_Blue Collar,5.12660787976909,Private,8260,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
273,1,5259,0,54,0,11,44781.815861328,No,148676.161022357,z_No,z_F,<High School,Clerical,82.6114527822407,Private,30260,3,z_SUV,no,0,0,No,0,9,Highly Urban/ Urban
274,0,0,0,34,4,14,59828.2328133352,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,56.2949598246118,Commercial,10880,10,z_SUV,no,0,0,No,0,13,Highly Urban/ Urban
275,0,0,1,41,2,14,74022.3633660802,No,247883.74280102,Yes,z_F,Masters,Manager,51.355701191904,Private,13000,10,Sports Car,no,4418,1,No,0,12,Highly Urban/ Urban
276,0,0,0,36,0,11,80256.3785930117,No,235169.081703582,Yes,M,Bachelors,z_Blue Collar,8.992366483512,Commercial,14860,4,Minivan,yes,2592,4,No,1,15,Highly Urban/ Urban
277,0,0,0,55,0,14,6094.29427743363,No,0,Yes,M,z_High School,Student,27.9421181738615,Commercial,22770,4,Panel Truck,yes,2631,1,No,1,1,Highly Urban/ Urban
278,0,0,1,45,2,0,0,No,69743.0810235137,Yes,z_F,Masters,Home Maker,26.6883882547989,Private,14300,1,Minivan,no,9062,1,No,1,11,Highly Urban/ Urban
279,1,3769,2,45,2,12,30085.3206072886,No,128193.583452936,Yes,M,<High School,Clerical,43.6978608934315,Commercial,7200,4,Pickup,no,0,0,Yes,3,8,Highly Urban/ Urban
280,0,0,0,50,0,11,80240.8747236508,No,0,z_No,z_F,Masters,Lawyer,17.3384198429481,Private,14520,4,Pickup,no,7628,2,No,7,11,Highly Urban/ Urban
282,0,0,0,55,0,12,55673.1901416749,No,245677.653058571,Yes,z_F,Bachelors,z_Blue Collar,43.0687346706962,Commercial,27400,14,Van,no,0,0,No,0,13,Highly Urban/ Urban
283,1,4363.23758226515,0,44,0,8,32317.3142051307,No,0,z_No,M,z_High School,Clerical,68.3796290675587,Private,22450,7,Minivan,yes,3738,1,No,8,1,Highly Urban/ Urban
284,0,0,0,50,0,9,58762.3448763759,No,0,z_No,M,Masters,Lawyer,12.7830036333121,Private,13320,6,Minivan,yes,5253,3,No,0,8,Highly Urban/ Urban
285,0,0,0,60,0,15,76899.2091368497,No,270630.83867168,Yes,M,PhD,Doctor,33.5254086231964,Private,7900,4,Sports Car,yes,45574,3,Yes,0,14,Highly Urban/ Urban
286,0,0,0,40,0,12,48639.6094153314,No,0,z_No,M,z_High School,z_Blue Collar,18.9401865155729,Commercial,10360,1,Pickup,no,0,0,No,0,4,z_Highly Rural/ Rural
287,0,0,0,57,0,6,78591.8778978647,No,248326.378555525,Yes,z_F,z_High School,z_Blue Collar,42.0593149390029,Commercial,15760,7,Sports Car,no,9462,3,No,0,8,Highly Urban/ Urban
289,1,5523,0,47,0, ,21281.9345312464,No,0,Yes,M,z_High School,Student,39.710768516552,Commercial,18150,1,Van,no,6544,1,No,3, ,Highly Urban/ Urban
290,1,7390.43995881791,0,64,0,13,61521.483267898,No,248877.720248353,Yes,z_F,Masters,Lawyer,40.5010021621164,Private,7650,1,Sports Car,no,0,0,No,8,9,Highly Urban/ Urban
291,1,1164.98806622314,0,34,1,9,105554.353725465,Yes,229868.046425512,z_No,M,Masters,Lawyer,75.2429745042725,Private,5300,4,Minivan,no,7504,2,No,2,20,Highly Urban/ Urban
292,0,0,0,52,0,6,147665.54648835,No,405909.537300634,Yes,z_F,Masters,Lawyer,42.8804666182044,Private,6700,11,z_SUV,no,0,0,No,0,17,z_Highly Rural/ Rural
293,1,2362,1,42,1,3,69290.2134029355,Yes,0,z_No,M,Masters, ,30.3542838705195,Commercial,23900,4,Panel Truck,yes,1052,2,No,1,11,Highly Urban/ Urban
296,1,6142,0, ,2,8,2954.14122112149,Yes,0,z_No,z_F,<High School,Clerical,20.6475759517559,Private,3100,9,Sports Car,yes,10099,2,No,4,5,Highly Urban/ Urban
297,0,0,0,54,0,11,105761.977870978,No,0,z_No,M,Masters,Lawyer,5,Private,17480,6,Minivan,yes,0,0,Yes,2,18,Highly Urban/ Urban
298,0,0,0,42,2,11,79185.2534939777,No,243879.755638321,Yes,z_F,Bachelors,Professional,27.6092704790482,Private,13020,3,z_SUV,no,6689,1,No,5,1,Highly Urban/ Urban
299,0,0,0,56,0,13,111701.692411142,No, ,z_No,z_F,PhD,Manager,17.7961227904737,Private,18270,6,z_SUV,no,0,0,No,0,17,Highly Urban/ Urban
301,0,0,0,59,0,12,5005.45656117363,No,158960.416886741,z_No,z_F,z_High School,Student,30.1827440510162,Private,7500,1,z_SUV,no,0,0,Yes,0, ,Highly Urban/ Urban
304,0,0,0,35,0,11,13760.2352160893,No,0,z_No,z_F,z_High School,Student,27.1940996940709,Commercial,7700,6,z_SUV,no,10177,2,No,3,1,Highly Urban/ Urban
305,1,1065,0,54,0,13,88667.7931397701,No,316418.510478059,Yes,z_F,PhD,Lawyer,62.9494386376537,Private,20090,4,Minivan,no,10520,2,No,1,14,Highly Urban/ Urban
306,1,5075,0,50,0,13,2656.76660180646,No,109134.022586688,Yes,z_F,Masters,Home Maker,63.3425436062871,Private,10480,13,Sports Car,no,20452,2,Yes,2,11,Highly Urban/ Urban
307,0,0,0,29,1,11,51121.6561077914,No,201649.856377418,Yes,z_F,Bachelors,z_Blue Collar,39.5825351168359,Commercial,10470,1,z_SUV,no,19030,3,Yes,9,9,Highly Urban/ Urban
309,1,680,0,57,0,12, ,No,0,z_No,z_F,z_High School,Clerical,19.4259017361611,Private,11650,4,z_SUV,no,10231,1,No,0,1,Highly Urban/ Urban
310,0,0,0,43,0,10,97952.5138432267,No,0,z_No,M,Bachelors,z_Blue Collar,42.942011934331,Commercial,27180,1,Panel Truck,no,4784,2,No,4, ,Highly Urban/ Urban
311,0,0,0,44,0,0,0,No,104489.901327057,Yes,z_F,Bachelors,Home Maker,27.8208836103204,Private,14190,4,Sports Car,no,35430,2,Yes,2,8,Highly Urban/ Urban
312,0,0,1,38,2,14,83937.0481176142,No,234150.799445707,Yes,z_F,Bachelors,z_Blue Collar,28.2837357544665,Commercial,13800,3,z_SUV,no,10851,2,No,0,10,Highly Urban/ Urban
313,0,0,1,37,2,14,96188.2235136351,Yes,0,z_No,z_F,Bachelors,Professional,49.3215657835524,Private,13340,1,z_SUV,no,0,0,Yes,1,10,Highly Urban/ Urban
314,0,0,1,55,1,14,17819.6385227198,No,115539.863217767,Yes,z_F,Bachelors,Home Maker,32.022976344602,Private,13340,1,z_SUV,no,6913,1,No,3,8,z_Highly Rural/ Rural
315,0,0,2,51,2,14,62893.8616562474,No,228994.409577766,Yes,z_F,Bachelors,Clerical,83.5213322530154,Private,5990,17,Sports Car,no,0,0,Yes,0,10,z_Highly Rural/ Rural
316,1,2287,1,42,2,12,68090.4098254308,Yes,169854.289038581,z_No,z_F,Bachelors,z_Blue Collar,44.8309756168705,Commercial,11750,1,Minivan,no,9261,1,No,3,12,Highly Urban/ Urban
317,1,6195,0,45,2,4,25031.7610503813,Yes,0,z_No,z_F,z_High School,Clerical,34.089761175807,Commercial,6100,1,Pickup,yes,5771,1,No,5,1,z_Highly Rural/ Rural
318,1,4862,0,54,0,12,52078.3362932146,No,194226.537076218,Yes,M,Masters, ,51.0454264565714,Commercial,23250,1,Panel Truck,yes,5039,1,No,4,18,Highly Urban/ Urban
321,0,0,0,48,0,12,22632.6377174607,No,135678.506124706,Yes,z_F,Bachelors,Manager,30.2589765048096,Private,16730,13,z_SUV,no,0,0,No,0,9,Highly Urban/ Urban
322,0,0,0,50,0,0,0,No,109511.201216417,Yes,M,<High School,Student,31.790803545051,Private,4980,6,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
323,1,9775.64134234531,0,25,1,9,51544.4331598841,Yes, ,z_No,z_F,z_High School,z_Blue Collar,44.0314992248204,Commercial,20630,1,z_SUV,no,7767,2,No,8,1,Highly Urban/ Urban
325,0,0,0,35,0,9,72388.8474146161,No,213172.808354124,z_No,z_F,PhD,Lawyer,45.4033090345173,Private,13440,1,Minivan,no,8185,4,No,2,10,Highly Urban/ Urban
326,1,3418,0,29,1,8,73842.014486438,Yes,0,z_No,z_F,z_High School,z_Blue Collar,24.5089001408283,Commercial,22340,1,Sports Car,no,4769,1,No,4,1,Highly Urban/ Urban
327,1,4423,1,45,2,0,0,Yes,0,z_No,M,<High School,Student,32.5258719903678,Private,6000,1,Pickup,no,41818,1,Yes,3,1,Highly Urban/ Urban
328,0,0,0,37,0,14, ,No,141069.181075002,z_No,z_F,Bachelors,Professional,34.0425865644372,Private,10370,6,z_SUV,no,663,2,No,0,9,Highly Urban/ Urban
329,0,0,0,56,0,16,109520.677215267,No,321674.490826547,Yes,M,PhD, ,29.5874582041241,Commercial,7100,7,Pickup,no,0,0,No,2,17,Highly Urban/ Urban
330,0,0,0,45,3,17,71968.9288674461,Yes,212081.422352294,z_No,z_F,Masters,Lawyer,44.1016390954689,Private,13060,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
332,0,0,0,48,0,10, ,No,0,z_No,z_F,Bachelors,Professional,43.3193188998355,Private,24150,4,Minivan,no,0,0,No,1,10,z_Highly Rural/ Rural
333,0,0,0,52,0,13,37295.4610797161,No,163285.300279066,z_No,M,<High School,z_Blue Collar,27.8737142420666,Commercial,6700,4,Pickup,yes,0,0,No,0,1,z_Highly Rural/ Rural
334,0,0,0,40,0,7,50223.9564799379,No,0,z_No,M,z_High School,z_Blue Collar,15.7406356312387,Commercial,13780,1,Minivan,yes,1937,2,No,6,5,Highly Urban/ Urban
335,1,2328,0,41,1,13,109957.302252974,No,260748.9074971,Yes,z_F,Masters,Lawyer,49.8188151481626,Private,29470,6,Sports Car,no,0,0,No,1,18,Highly Urban/ Urban
336,0,0,0,44,2,14,44141.3231857519,No,141311.86670653,Yes,M,PhD,Doctor,10.9805823222078,Private,5900,10,Pickup,no,7401,1,No,0,0,Highly Urban/ Urban
337,0,0,0,54,0, ,30387.9318637582,No,0,z_No,M,Masters,Lawyer,24.1119593861323,Private,16580,4,Van,no,27130,2,No,0,13,Highly Urban/ Urban
338,0,0,0,42,0,12,85751.9676295216,No,285726.899831224,Yes,M,Masters, ,36.4886946006642,Commercial,5700,13,Pickup,no,0,0,No,2,19,Highly Urban/ Urban
339,0,0,0,50,0,11,8344.77430025471,No,0,Yes,M,<High School,Student,38.8683233956474,Private,15330,10,Minivan,yes,0,0,No,0,5,z_Highly Rural/ Rural
340,1,4700,0,38,0,14,10485.5032337419,No,66515.0734104767,Yes,M,<High School,Clerical,32.7837100986858,Private,6350,1,Minivan,no,5702,1,No,4,5,Highly Urban/ Urban
341,0,0,0,36,0,12,33284.3397840524,No,141017.698147924,Yes,z_F,z_High School,z_Blue Collar,67.6083567401658,Commercial,14640,10,z_SUV,no,0,0,No,0,10,Highly Urban/ Urban
342,1,6880,0,62,0,12,33712.6495655755,No,171810.160828161,Yes,z_F,Bachelors,z_Blue Collar,25.8936877915345,Commercial,23470,4,Sports Car,no,41913,3,Yes,0,15,Highly Urban/ Urban
344,0,0,0,47,0,7,144956.815069405,No,420965.656525733,z_No,z_F,PhD,Doctor,21.8447015860668,Private,24120,3,z_SUV,no,0,0,No,4,1,Highly Urban/ Urban
345,0,0,0,46,0,8,79317.1353332156,No,241733.419728991,Yes,M,z_High School,Professional,5,Private,6100,1,Pickup,yes,4263,2,No,7,6,Highly Urban/ Urban
346,0,0,0,42,0,9,64704.5491265493,No,0,z_No,M,Masters, ,46.4005099557912,Commercial,22560,1,Panel Truck,yes,10375,4,No,6,19,Highly Urban/ Urban
349,0,0,0,33,3,0,0,No,0,Yes,M,<High School,Student,26.6536696497608,Private,10160,6,Pickup,yes,8118,1,No,3,1,Highly Urban/ Urban
351,0,0,0,43,0,11,142297.10954485,No,0,z_No,z_F,PhD,Lawyer,6.30102250466248,Private,24360,6,Minivan,no,0,0,No,0, ,Highly Urban/ Urban
352,1,4875,0,45,3,14,94324.7828417027,No,301739.133946928,Yes,M,Masters,Lawyer,55.3193769618213,Private,6960,1,z_SUV,no,0,0,No,2,14,Highly Urban/ Urban
353,0,0,0,55,0,14,72336.9034493362,No,210378.417408546,Yes,M,PhD,Manager,27.694393041128,Commercial,22980,3,Panel Truck,no,0,0,No,2,11,Highly Urban/ Urban
354,0,0,0,27,2,14,1212.07207315596,No,0,Yes,M,z_High School,Student,30.0031768903788,Private,4200,11,Minivan,yes,0,0,No,2, ,Highly Urban/ Urban
355,0,0,0,41,0,13,157236.706727881,No,0,z_No,z_F,Masters,Manager,45.1645892226298,Private,17410,7,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
356,0,0,0,40,1,13,5322.32407137085,No,57657.0471244805,Yes,z_F,Bachelors,Home Maker,31.6254890407533,Commercial,9960,1,Pickup,no,5489,1,No,3,1,Highly Urban/ Urban
359,0,0,0,57,0,15,51736.7488361283,No,167418.808851229,Yes,z_F,z_High School,z_Blue Collar,56.2243760925789,Private,17440,6,z_SUV,no,0,0,Yes,1,11,z_Highly Rural/ Rural
361,1,17290.2576636142,0,64,0,9,38019.8601692663,No, ,Yes,M,z_High School,z_Blue Collar,10.5198066028452,Commercial,28710,7,Pickup,yes,0,0,No,0,3,Highly Urban/ Urban
